# vehicleID, total_hours, total_fuel, fuel / hours
1022050,4458.5199999999995,224512.63999999998,50.3558669693082
1022051,4452.489999999997,207035.71999999994,46.498862434278365
1022052,4615.709999999999,223030.9900000002,48.319974608456825
1022053,4252.56,228914.21000000002,53.829742555072706
1022054,4506.809999999999,227000.58,50.368349231496346
1022055,4478.020000000002,224059.09000000008,50.03530354933653
1022056,4394.349999999998,222552.3700000002,50.64511702527116
1022057,4480.790000000001,211053.87999999986,47.10193514982845
1022058,4232.000000000001,223737.04000000012,52.86792060491495
1022059,4331.250000000001,214724.9499999999,49.575746031746
1022060,4361.460000000001,222794.26000000004,51.082495311203125
1022061,4534.930000000001,231911.95000000022,51.13903632470626
1022062,4297.910000000004,212668.07000000004,49.48174112533762
1022063,4315.390000000002,219981.43999999986,50.976027659145466
1022064,4438.53,221277.6600000001,49.8538164662625
1022065,4446.83,234549.23999999985,52.74526797741309
1022066,4292.529999999995,208338.81,48.53520185065689
1022067,4298.400000000001,228313.0999999999,53.11583379862271
1022068,4385.959999999999,214816.74000000008,48.978271575664195
1022069,4185.849999999999,203512.63999999996,48.619190845348015
1022070,4355.959999999996,210780.00000000017,48.38887409434438
1022071,4459.009999999999,229968.29999999987,51.57384710956017
1022072,4179.570000000001,217567.64999999985,52.055031976973666
1022073,4546.939999999996,222407.23999999976,48.91360783296018
1022074,4348.660000000001,222068.85000000018,51.06604103332984
1022075,4668.919999999994,213614.63999999993,45.75247380550539
1022076,4423.389999999999,211508.22,47.81586520745402
1022077,4494.200000000002,222771.47999999992,49.56866183080411
1022078,4398.360000000003,220538.60999999987,50.14110031920982
1022079,4492.600000000003,216181.27000000008,48.11941192182699
1022080,4533.820000000001,221114.2900000001,48.769975429108364
1022081,4463.46,219527.1099999999,49.183169559041616
1022082,4512.8,218678.78000000006,48.45744992022692
1022083,4595.290000000003,222000.38000000003,48.310417840876184
1022084,4466.939999999999,232002.45999999973,51.93767097834307
1022085,4620.169999999999,222400.10000000015,48.136778516807865
1022086,4442.960000000002,208564.27999999988,46.94264184237531
1022087,4304.319999999996,215121.8999999998,49.97813824250985
1022088,4358.079999999997,208215.53000000003,47.77689487113595
1022089,4252.65,218164.78000000017,51.30090179064823
1022090,4285.97,206946.86000000007,48.284719678392534
1022091,4334.659999999999,230124.8400000001,53.0894787595798
1022092,4380.220000000001,223734.25000000003,51.078313418047486
1022093,4273.849999999999,220540.50999999998,51.602304713548676
1022094,4807.049999999993,219493.8799999999,45.66082732653087
1022095,4385.660000000002,223286.45000000007,50.91285006133626
1022096,4236.430000000001,220638.94999999995,52.081339712918634
1022097,4250.909999999999,218089.1499999999,51.30410900254297
1022098,4202.05,222857.66000000006,53.035461262954996
1022099,4243.510000000003,209419.3700000002,49.350507009527504
1022100,4494.829999999997,211061.0600000001,46.95640547028481
1022101,4382.8,211753.02000000016,48.31455234096928
1022102,4498.849999999997,223822.28000000014,49.75099858852825
1022103,4334.65,219351.89999999994,50.60429331087861
1022104,4421.019999999998,217016.73999999987,49.08748207427245
1022105,4533.330000000004,216885.09999999974,47.84233664877685
1022106,4407.920000000001,219874.0599999999,49.88159040998926
1022107,4359.949999999997,206502.46999999986,47.36349499420865
1022108,4538.84,204444.9499999998,45.04343620837038
1022109,4519.720000000003,210440.12,46.56043294717369
1022110,4412.709999999997,231947.65999999986,52.563540318761035
1022111,4426.329999999999,233245.69999999995,52.695054367839724
1022112,4458.45,219512.69000000003,49.23520281712255
1022113,4464.740000000001,221854.6500000001,49.69038510641159
1022114,4515.459999999999,218267.70000000004,48.33786590956405
1022115,4611.279999999997,217358.6599999999,47.136296212765224
1022116,4350.869999999997,216873.52000000008,49.84601240671411
1022117,4266.290000000001,223619.9399999999,52.41555074783942
1022118,4402.090000000002,210369.1699999999,47.788475474149735
1022119,4656.850000000004,220546.63999999993,47.359618626324604
1022120,4431.629999999997,223057.20999999993,50.332994857422676
1022121,4550.799999999997,213456.00000000006,46.90515953238995
1022122,4488.69,221744.14,49.40063582025046
1022123,4472.499999999996,215913.87000000017,48.27587926215771
1022124,4419.210000000002,207249.1000000002,46.89731875154159
1022125,4397.849999999998,228238.5999999998,51.89776822765668
1022126,4429.389999999997,227947.6000000002,51.4625264426931
1022127,4336.659999999998,226789.17000000007,52.295815212629115
1022128,4568.899999999999,224225.7899999999,49.076537022040306
1022129,4336.270000000001,218303.4599999998,50.34360406524495
1022130,4331.8899999999985,212458.69999999998,49.04526661572663
1022131,4496.740000000001,207922.25000000006,46.23844162660061
1022132,4477.340000000002,212472.62000000014,47.45510057310815
1022133,4320.679999999998,221420.65000000002,51.24671348028554
1022134,4164.649999999996,235157.6100000001,56.46515553527915
1022135,4536.039999999997,220325.52,48.5722171762154
1022136,4495.13,227644.29,50.64242635919317
1022137,4324.420000000003,228363.4500000002,52.80787943816744
1022138,4295.0999999999985,231482.4900000001,53.89455193127056
1022139,4171.200000000002,211682.39000000042,50.74855916762571
1022140,4346.750000000001,225294.38,51.83053545752573
1022141,4279.219999999999,228853.91000000027,53.48028612691105
1022142,4262.169999999998,216413.65999999992,50.77546414150538
1022143,4063.559999999998,214540.81999999992,52.79627223419859
1022144,4333.140000000001,221138.7800000001,51.034303068906155
1022145,4431.84,228558.64000000004,51.57195205603091
1022146,4362.71,227396.71999999997,52.12281357229794
1022147,4539.949999999995,221830.53999999992,48.861890549455424
1022148,4506.14,217446.0700000001,48.255506930543675
1022149,4217.54,215477.39999999994,51.09077803648571
1022150,4165.129999999999,210351.9600000001,50.503095941783364
1022151,4454.130000000002,220706.95999999996,49.55108180497648
1022152,4321.53,216275.65999999997,50.04608552989335
1022153,4288.790000000002,219654.47999999986,51.21595601556611
1022154,4499.2199999999975,207282.07000000007,46.07066780464174
1022155,4378.559999999999,224810.87999999986,51.34356500767374
1022156,4327.1799999999985,213864.4900000001,49.42352525201174
1022157,4287.230000000002,210391.64999999997,49.074029151689984
1022158,4360.289999999999,222795.27999999997,51.09643624621299
1022159,4443.990000000001,215973.52999999997,48.59901349913027
1022160,4336.439999999996,222257.5500000001,51.253459058582685
1022161,4541.71,210483.64999999997,46.344581666376754
1022162,4345.390000000001,227794.23999999982,52.42204727308705
1022163,4141.649999999998,217876.70999999993,52.60625837528522
1022164,4698.270000000001,222876.58999999994,47.43801228962999
1022165,4635.039999999998,217213.29,46.86330430805346
1022166,4423.930000000005,212363.25,48.00330249348425
1022167,4372.059999999999,234309.5100000001,53.59247357081105
1022168,4321.9400000000005,215014.91999999998,49.74963095276657
1022169,4421.57,223765.91,50.607795421083466
1022170,4375.580000000003,219277.04999999976,50.11382491006898
1022171,4343.569999999999,216652.64000000007,49.878933688187395
1022172,4243.5599999999995,220272.5999999998,51.907502191556105
1022173,4416.119999999997,216020.34000000005,48.916320208690024
1022174,4440.099999999997,229284.81999999995,51.639562172023176
1022175,4172.040000000001,214155.69000000012,51.33116892455491
1022176,4461.15,211452.35999999996,47.39862143169361
1022177,4414.5700000000015,220438.87999999986,49.93439451634016
1022178,4558.160000000003,222680.07999999996,48.853063516857645
1022179,4363.67,207505.43000000002,47.55296115425777
1022180,4407.649999999997,224819.80000000002,51.00672694066003
1022181,4457.720000000003,223577.25999999995,50.15507030499892
1022182,4415.120000000005,224518.76999999993,50.852246371559474
1022183,4615.440000000002,226696.96000000028,49.11708526164357
1022184,4504.989999999999,224507.63999999993,49.83532482868996
1022185,4192.5599999999995,215772.43999999994,51.4655580361402
1022186,4466.809999999998,208280.8100000002,46.62853580071691
1022187,4210.890000000001,221294.33,52.5528641213615
1022188,4490.660000000003,228768.29999999976,50.943135307504825
1022189,4368.110000000002,225924.31999999983,51.72129822737974
1022190,4657.57,210383.06999999995,45.170135929250655
1022191,4452.540000000001,213172.13,47.87652216487667
1022192,4485.380000000001,213438.30000000013,47.585332792316386
1022193,4353.599999999998,212663.45999999993,48.84772601984566
1022194,4320.46,219366.2799999999,50.77382500937398
1022195,4436.43,223462.99000000005,50.370002456930465
1022196,4502.959999999998,217288.84000000008,48.25466804057779
1022197,4490.609999999995,220701.06000000008,49.14723389472707
1022198,4151.369999999997,211580.51999999987,50.96643276797781
1022199,4333.58,208800.8099999999,48.18205963660528
1022200,4304.420000000003,223396.82000000004,51.89940108074953
1022201,4258.430000000001,212999.71000000002,50.01836592359155
1022202,4320.3600000000015,216232.82999999996,50.04972502291473
1022203,4394.119999999999,210149.41,47.82514132522554
1022204,4416.330000000001,219720.31,49.751787117357615
1022205,4557.33,235516.57,51.678629811753815
1022206,4143.900000000001,215765.88999999975,52.06831487246307
1022207,4622.020000000004,208194.83000000025,45.044121401465176
1022208,4437.529999999996,211348.53999999986,47.62751801114585
1022209,4439.429999999998,216293.63999999998,48.72103851170085
1022210,4001.3999999999983,219517.1799999998,54.86009396711148
1022211,4284.669999999997,218325.47999999995,50.95502804183288
1022212,4712.949999999996,213985.25000000006,45.403674980638506
1022213,4240.87,217097.04999999993,51.191630490913404
1022214,4617.599999999999,221084.3999999998,47.878638253638215
1022215,4315.15,221495.45999999996,51.32972434330208
1022216,4297.639999999999,218176.0499999999,50.76647881162683
1022217,4126.499999999998,220980.00999999992,53.55143826487338
1022218,4488.509999999999,216849.84999999986,48.31221273874847
1022219,4410.940000000002,223539.7700000002,50.67848803202947
1022220,4434.469999999999,216750.13000000003,48.87847476699584
1022221,4521.459999999997,223997.23999999993,49.54090935228888
1022222,4618.7599999999975,207909.96999999997,45.014239752660906
1022223,4311.66,215275.37999999986,49.92865392911312
1022224,4154.819999999999,229524.70000000007,55.24299488305152
1022225,4397.51,224426.81999999992,51.034976611764364
1022226,4666.930000000003,226947.9299999999,48.62895522324092
1022227,4411.71,224289.28999999998,50.83953614358151
1022228,4358.400000000001,227156.37999999998,52.119213472834055
1022229,4511.830000000008,211265.56999999995,46.82480722899568
1022230,4664.519999999999,215097.39,46.11351007177589
1022231,4603.390000000004,224930.43000000002,48.86191046163802
1022232,4619.000000000003,228160.23,49.39602294869017
1022233,4317.6399999999985,224120.04999999993,51.90799835095098
1022234,4541.289999999997,222747.41000000015,49.049369232090505
1022235,4616.450000000002,221942.80000000008,48.07650900583782
1022236,4228.419999999999,209248.93000000002,49.486316401871164
1022237,4295.28,225041.81000000003,52.392814903801394
1022238,4346.1600000000035,211307.66000000003,48.619392751302264
1022239,4326.7699999999995,221288.79000000007,51.14410749820307
1022240,4278.59,214423.28000000014,50.11540717853315
1022241,4282.24,216351.02000000005,50.52286186668661
1022242,4213.089999999998,219773.45,52.16443275600571
1022243,4606.9699999999975,218749.26999999993,47.48224320974524
1022244,4427.260000000003,206686.80000000008,46.68503769826031
1022245,4263.269999999998,212847.93999999992,49.92598169949359
1022246,4331.419999999999,216027.16999999984,49.8744453320158
1022247,4304.98,224340.2299999998,52.11179378301405
1022248,4641.869999999997,222279.23000000013,47.88570769969867
1022249,4549.980000000001,210207.91000000012,46.19974373513731
1022250,4318.239999999994,221823.60999999996,51.36898597576796
1022251,4392.7599999999975,210701.65,47.965663956146045
1022252,4126.039999999998,215676.15999999983,52.27195082936664
1022253,4669.209999999998,218578.85999999987,46.8128141591404
1022254,4357.949999999999,232236.07999999984,53.29021214102959
1022255,4497.010000000003,220156.9700000001,48.9562998525687
1022256,4381.869999999999,223699.13,51.0510649562858
1022257,4604.399999999999,216897.88000000018,47.10665450438716
1022258,4372.120000000002,228793.83000000002,52.33018078186324
1022259,4234.119999999999,220973.81999999975,52.18884207344142
1022260,4610.660000000001,221909.75,48.12971461786381
1022261,4547.420000000004,210455.4599999999,46.28018964599701
1022262,4589.289999999995,217392.31999999992,47.36948852654771
1022263,4555.180000000001,217168.57999999993,47.6750819945644
1022264,4448.359999999998,222473.9799999998,50.01258441313201
1022265,4175.119999999999,213195.07,51.063219739791926
1022266,4328.300000000004,237679.6200000001,54.91292655315017
1022267,4428.06,223894.76000000027,50.56272046900906
1022268,4213.209999999998,215536.18,51.15723640644546
1022269,4578.97,228407.64999999997,49.88188391712546
1022270,4721.919999999995,216197.2700000001,45.78588159053952
1022271,4513.35,221135.96000000008,48.9959697342329
1022272,4430.459999999997,224091.18,50.57966441407893
1022273,4462.930000000001,219427.05999999997,49.16659235076506
1022274,4431.810000000001,217334.32000000015,49.03962940649534
1022275,4361.700000000002,209140.83999999997,47.94938670701788
1022276,4533.880000000004,230394.1999999999,50.81612217350254
1022277,4287.06,224488.2000000001,52.36413766077453
1022278,4364.060000000004,215325.45999999993,49.34062776405451
1022279,4353.029999999999,219448.91999999998,50.4129123851662
1022280,4312.460000000001,222528.08999999988,51.601195141520115
1022281,4387.080000000003,210588.80000000008,48.00204236075019
1022282,4524.13,217472.27000000014,48.069412240585514
1022283,4311.989999999999,220251.81000000006,51.078924116243336
1022284,4439.21,220980.33000000005,49.779201704807846
1022285,4508.169999999998,222384.04000000007,49.329115805304625
1022286,4305.130000000001,227224.31999999975,52.77989747115643
1022287,4585.230000000003,199640.44999999998,43.539898761894136
1022288,4528.940000000002,216731.49999999997,47.85479604499063
1022289,4487.59,212585.55000000002,47.37187443594446
1022290,4540.729999999999,208667.06000000026,45.95451832634848
1022291,4330.780000000003,202630.49999999994,46.78845381201534
1022292,4159.74,222331.29000000024,53.44836215725027
1022293,4555.6900000000005,205101.63000000015,45.02098035643341
1022294,4472.539999999995,222070.86000000004,49.65206795243872
1022295,4504.899999999996,224187.72999999998,49.76530666607476
1022296,4157.53,211580.4700000002,50.89090637950904
1022297,4331.099999999999,213656.54000000012,49.33077970954265
1022298,4531.419999999998,212366.70999999993,46.86537774031099
1022299,4501.660000000002,226693.81000000003,50.35782577982343
1022300,4469.490000000003,214585.3299999998,48.01114444824793
1022301,4341.45,223844.64999999985,51.5598820670513
1022302,4233.829999999998,213121.52000000016,50.33776037299567
1022303,4325.450000000001,211344.2099999999,48.860629529875474
1022304,4347.709999999997,226931.01000000004,52.19552592054212
1022305,4279.119999999998,225487.02999999994,52.694719942418075
1022306,4591.579999999998,221799.76999999981,48.305761851040366
1022307,4277.379999999998,208167.82999999984,48.667135021905914
1022308,4086.0699999999965,221512.27000000005,54.2115700416293
1022309,4506.490000000003,217797.20999999985,48.32967786459078
1022310,4333.69,216303.45999999985,49.91207492921733
1022311,4466.449999999999,208035.48,46.57736681256928
1022312,4292.769999999998,216750.3800000001,50.491962066451315
1022313,4475.070000000003,208189.58000000013,46.52208345344318
1022314,4377.199999999998,226810.92000000027,51.81643973316284
1022315,4554.159999999998,224779.2700000002,49.35691104396866
1022316,4230.389999999999,225889.68000000014,53.39689248509007
1022317,4479.77,224370.46000000025,50.085263305928706
1022318,4348.21,217216.17999999982,49.9553103460964
1022319,4381.849999999998,216599.2400000001,49.43100288690855
1022320,4424.309999999999,226935.00999999998,51.292746213533874
1022321,4218.450000000001,214727.6900000001,50.90203510768174
1022322,4281.540000000001,208162.90999999983,48.61870028074006
1022323,4550.110000000003,218138.59000000003,47.941388230174624
1022324,4592.440000000002,214541.38000000015,46.71620750624941
1022325,4347.790000000001,225430.81000000003,51.8495166509882
1022326,4186.049999999998,212839.8999999999,50.84504485135151
1022327,4086.2299999999987,231154.28,56.56908201447302
1022328,4427.060000000001,216066.89000000007,48.80595474197323
1022329,4183.960000000003,222686.42000000007,53.22384057208958
1022330,4416.6200000000035,207238.29999999996,46.92237502886818
1022331,4178.65,234005.03000000003,56.000150766395855
1022332,4387.379999999998,224950.61000000002,51.272196618483036
1022333,4315.879999999997,217498.52999999988,50.394943788983944
1022334,4302.080000000001,214252.58000000002,49.80209108152335
1022335,4302.509999999998,215789.19000000015,50.15425646889844
1022336,4357.880000000002,214112.59000000014,49.13228221061618
1022337,4385.929999999996,222485.74999999988,50.727154788152134
1022338,4457.7000000000035,227298.55000000002,50.99009578930835
1022339,4729.14,215187.05000000008,45.50236406619386
1022340,4300.209999999999,218052.03000000003,50.70729801567832
1022341,4255.279999999999,225836.04,53.071957662010504
1022342,4433.399999999999,226060.43999999994,50.99030992015158
1022343,4245.110000000002,221836.7400000002,52.25700629665664
1022344,4605.12,217646.5600000001,47.26186505454801
1022345,4405.3499999999985,212191.91000000003,48.1668675587638
1022346,4443.659999999996,221381.31,49.81958790726567
1022347,4406.520000000002,214288.33999999982,48.62983488103985
1022348,4225.500000000005,218428.86999999997,51.69302331085073
1022349,4040.4599999999987,216007.79000000012,53.46118758755196
1022350,4261.17,225799.01,52.989908874792604
1022351,4445.149999999999,227641.63999999987,51.211239215774484
1022352,4464.799999999997,210323.40999999997,47.107017111628764
1022353,4665.6799999999985,229274.72000000003,49.14068688808493
1022354,4304.26,225738.76999999981,52.44543080575983
1022355,4463.11,216591.04999999993,48.529175843750195
1022356,4225.790000000002,203576.59000000008,48.17480045151321
1022357,4253.179999999999,221121.54,51.989697120742605
1022358,4287.510000000002,220911.62999999998,51.524458251992385
1022359,4298.8099999999995,221822.11000000022,51.60081743552291
1022360,4324.960000000002,213511.12999999983,49.36719183530015
1022361,4406.290000000004,221370.85000000012,50.239736830757835
1022362,4231.899999999996,208027.29000000004,49.15694841560534
1022363,4425.129999999998,198376.22999999984,44.82946941671768
1022364,4560.719999999999,214213.62000000008,46.96925485449668
1022365,4271.769999999996,222582.63999999987,52.105483207195164
1022366,4513.529999999995,224560.5000000002,49.75274341812294
1022367,4387.69,218907.29,49.89123889791668
1022368,4430.92,227861.99999999985,51.42543760663696
1022369,4495.700000000001,221332.45,49.232032831372194
1022370,4638.029999999997,225434.84000000005,48.60573131264787
1022371,4331.17,219457.11,50.669244107250464
1022372,4663.8799999999965,221779.26000000013,47.552522792181676
1022373,4443.319999999997,219837.6200000003,49.47598192342672
1022374,4164.859999999998,207826.80999999988,49.9000710708163
1022375,4103.2699999999995,221594.40000000026,54.004342877753665
1022376,4431.3899999999985,230458.57,52.00593267575187
1022377,4312.89,216226.79999999978,50.13501387700585
1022378,4530.689999999997,225212.14999999997,49.70813496399006
1022379,4416.169999999999,220328.81999999983,49.89138099303239
1022380,4330.069999999998,215828.99999999994,49.84422884618495
1022381,4486.06,221872.97000000003,49.458315314552195
1022382,4303.460000000003,214779.93000000028,49.90866186742764
1022383,4154.729999999998,209412.59999999971,50.40341971680466
1022384,4329.769999999998,214870.59,49.6263288812108
1022385,4639.959999999995,216258.56000000014,46.607850067673084
1022386,4445.409999999999,223172.36999999988,50.20287667504233
1022387,4448.619999999999,218076.35999999996,49.02112565244953
1022388,4442.839999999999,217635.76999999993,48.98573209928784
1022389,4322.93,225292.53999999995,52.11570393228665
1022390,4404.009999999997,204659.80000000002,46.471238711992065
1022391,4425.650000000002,221196.34999999998,49.98053393286859
1022392,4473.100000000005,213681.80999999997,47.77040754733847
1022393,4367.400000000001,206493.4100000001,47.28062691761691
1022394,4245.870000000001,219768.59999999995,51.76055790686006
1022395,4235.550000000002,210489.2,49.69583643210443
1022396,4512.689999999999,209277.24000000005,46.37527505767073
1022397,4241.9800000000005,200697.98000000019,47.312335277394084
1022398,4510.869999999998,221989.06999999992,49.21203005185253
1022399,4292.499999999999,214934.49000000002,50.07210017472337
1022400,4205.940000000001,213439.28000000014,50.747105284431086
1022401,4491.0999999999985,212538.26999999993,47.32432366235444
1022402,4345.68,217192.3799999999,49.97891699342793
1022403,4413.64,218693.0499999999,49.54936288415002
1022404,4206.08,223661.61000000016,53.175786005021344
1022405,4247.889999999999,225112.69000000006,52.994001727916704
1022406,4348.809999999995,216058.19000000006,49.682140631575145
1022407,4480.870000000003,219687.18999999986,49.02779817312257
1022408,4516.84,223197.4400000001,49.41451102983503
1022409,4463.690000000002,222382.87999999998,49.8204131559315
1022410,4169.84,221420.91,53.10057700055638
1022411,4375.450000000005,212598.6400000001,48.58897713378049
1022412,4573.410000000001,210073.00999999998,45.93356160938992
1022413,4296.919999999999,215718.10000000015,50.2029593290078
1022414,4219.350000000002,208638.28000000006,49.4479671039378
1022415,4267.020000000004,225780.11000000004,52.91283143739655
1022416,4367.660000000001,216538.46999999988,49.57768461830817
1022417,4572.089999999995,214396.90999999983,46.892539298220306
1022418,4249.470000000002,210650.9799999998,49.571118280632575
1022419,4230.179999999997,216872.73,51.2679673205396
1022420,4428.300000000003,221045.3600000001,49.91652778718694
1022421,4220.090000000001,217887.54000000004,51.631017347971245
1022422,4260.079999999998,224159.23000000007,52.6185494169124
1022423,4267.080000000002,218395.8600000001,51.18157147276358
1022424,4345.829999999998,215298.2500000001,49.541341930080144
1022425,4340.949999999995,214390.92999999996,49.388021055299
1022426,4497.819999999996,216530.12999999992,48.14112836885427
1022427,4538.080000000001,219585.64999999994,48.387346631174395
1022428,4318.070000000001,220341.5299999999,51.02778092990616
1022429,4436.160000000001,234076.11000000002,52.76547960398182
1022430,4620.079999999998,220293.54000000012,47.68175875742416
1022431,4856.700000000002,218801.33000000016,45.051440278378344
1022432,4602.159999999999,222956.78000000026,48.44611660611546
1022433,4287.040000000003,226417.09999999986,52.814319437187365
1022434,4466.42,221922.1699999999,49.68681180901032
1022435,4444.460000000001,216807.3700000002,48.78148751479373
1022436,4614.1900000000005,226751.64,49.1422416502138
1022437,4577.590000000002,207246.37999999998,45.2741245939457
1022438,4581.170000000002,224227.86000000004,48.945544478812174
1022439,4583.230000000002,224573.7900000001,48.99902252341689
1022440,4205.119999999999,210835.63999999996,50.137841488471196
1022441,4343.219999999999,212458.13000000003,48.91719277402482
1022442,4203.239999999999,223856.42000000022,53.25806282772344
1022443,4821.599999999998,217917.31,45.196057325369196
1022444,4447.309999999996,206073.07,46.33656524955539
1022445,4430.9900000000025,221403.63999999998,49.96708184852592
1022446,4439.229999999998,211046.90999999995,47.541332618494664
1022447,4654.08,226246.50000000003,48.61250773514852
1022448,4378.7800000000025,225382.65999999997,51.47156513914831
1022449,4471.359999999994,204238.14999999982,45.67696405567883
1022450,4464.479999999998,221821.97999999995,49.68596118696916
1022451,4363.499999999999,210666.7600000002,48.27930789503844
1022452,4237.090000000001,199592.15999999977,47.10595243433576
1022453,4490.460000000002,206954.17000000007,46.087521100288164
1022454,4349.329999999998,223849.22000000006,51.46751798552884
1022455,4372.649999999996,220976.03000000006,50.53595188272564
1022456,4395.579999999998,208516.48999999996,47.4377647545944
1022457,4272.689999999998,217454.0299999999,50.89394035139456
1022458,4565.539999999998,223654.94000000006,48.987620303403354
1022459,4475.769999999999,211327.52000000005,47.21590251509799
1022460,4451.699999999997,216991.80000000016,48.74358110384804
1022461,4543.83,222845.8899999999,49.04362399121444
1022462,4365.319999999999,224294.22999999986,51.380936563642514
1022463,4618.8099999999995,235512.99,50.98997144286083
1022464,4480.470000000003,221311.52999999994,49.39471305465717
1022465,4311.280000000002,220323.0200000002,51.10385314802103
1022466,4454.910000000001,213384.74999999985,47.898779099914435
1022467,4495.129999999999,221258.71000000008,49.221871225081394
1022468,4405.709999999998,220886.45999999985,50.136404801950185
1022469,4417.750000000002,213081.10999999984,48.23294889932652
1022470,4333.34,210159.46999999983,48.49826461805439
1022471,4586.6,218565.71000000008,47.653100335760705
1022472,4463.389999999995,219558.74000000017,49.19102744774721
1022473,4214.950000000001,225034.49999999997,53.38960130013403
1022474,4160.949999999996,223298.38999999996,53.665242312452726
1022475,4474.849999999999,214527.00999999995,47.94060359565125
1022476,4373.390000000002,229871.66999999995,52.56143860940823
1022477,4346.310000000004,209426.96000000005,48.18500291051486
1022478,4422.15,214595.00999999998,48.52730233031444
1022479,4312.029999999998,229364.64000000013,53.191800613632154
1022480,4631.790000000002,222127.4500000001,47.95715047530221
1022481,4243.540000000001,220439.72,51.94712904791753
1022482,4511.949999999997,207624.91000000012,46.01666906769806
1022483,4425.850000000001,213336.12000000008,48.20229334478123
1022484,4339.03,218578.91000000027,50.37506309013772
1022485,4568.960000000001,220771.44000000018,48.319845216416894
1022486,4314.910000000003,215048.2900000001,49.83841841428905
1022487,4380.980000000001,205637.62999999998,46.938728321060566
1022488,4445.589999999999,230014.06999999986,51.739829808866745
1022489,4305.360000000002,221731.81999999995,51.50134251258892
1022490,4418.660000000003,224108.28,50.71860699850178
1022491,4301.549999999997,223871.9000000002,52.0444723413654
1022492,4387.910000000002,219343.10000000012,49.9880580959956
1022493,4519.5599999999995,226566.9799999999,50.13031799555707
1022494,4324.939999999999,222346.92999999973,51.410408005660145
1022495,4480.249999999996,218128.37999999998,48.68665364655993
1022496,4666.339999999999,220184.64,47.185725857952924
1022497,4396.330000000003,226626.3499999999,51.54898517627197
1022498,4310.149999999999,225515.22000000006,52.32189598969877
1022499,4262.110000000002,215700.23999999985,50.60879235871428
1022500,4243.770000000002,226751.32999999993,53.431578525697624
1022501,4303.230000000002,226299.53999999998,52.588297627595985
1022502,4415.97,233817.5599999999,52.94817673127306
1022503,4293.940000000001,218452.61999999994,50.87463262178788
1022504,4390.459999999996,212835.11,48.47672225689339
1022505,4473.820000000004,224766.8299999999,50.24047234801572
1022506,4577.6500000000015,209530.28000000017,45.77245529911638
1022507,4560.619999999996,227680.25000000012,49.92309159719518
1022508,4337.33,214338.28000000003,49.417102226484964
1022509,4514.949999999996,232436.14000000022,51.481442762378414
1022510,4487.569999999999,215861.87999999995,48.102175564949405
1022511,4272.120000000002,211432.85000000006,49.49131812776794
1022512,4403.339999999998,227282.26999999984,51.61588021819799
1022513,4364.319999999997,223585.0999999999,51.23022601459106
1022514,4428.160000000002,214917.31000000003,48.53422414727561
1022515,4345.3600000000015,218243.83999999985,50.2245705764309
1022516,4487.879999999999,213207.06999999995,47.507301888642296
1022517,4408.3,216731.35000000012,49.16438309552438
1022518,4492.820000000005,208235.59000000003,46.34852720563027
1022519,4359.729999999998,218784.86000000004,50.18312143183182
1022520,4453.5199999999995,216184.02000000014,48.5422811618675
1022521,4540.4699999999975,221676.30000000008,48.82232456111376
